ReminderId,response
812,0
813,1
814,1
815,1
816,0
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,0
826,0
827,1
828,0
829,1
830,1
831,0
832,0
833,1
834,1
835,0
836,0
837,1
838,1
839,1
840,0
841,0
842,0
843,1
844,0
845,0
846,1
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,0
876,1
877,1
878,0
879,1
880,0
881,1
882,1
883,1
884,1
885,1
886,0
887,1
888,1
889,1
890,1
891,0
892,0
893,1
894,1
895,1
896,0
897,0
898,1
899,1
900,0
901,1
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,1
911,1
912,1
913,0
914,1
915,0
916,1
917,0
918,1
919,0
920,0
921,1
922,1
923,0
924,1
925,0
926,1
927,0
928,1
929,1
930,0
931,0
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,0
940,1
941,1
942,0
943,0
944,0
945,1
946,0
947,1
948,1
949,1
950,1
951,1
952,1
953,0
954,1
955,1
956,1
957,1
958,0
959,0
960,1
961,0
962,1
963,0
964,0
965,1
966,1
967,1
968,0
969,0
970,1
971,1
972,1
973,0
974,1
975,1
976,1
977,0
978,0
979,0
980,1
981,1
982,0
983,0
984,0
985,0
986,0
987,1
988,0
989,1
990,1
991,0
992,0
993,1
994,0
995,1
996,1
997,0
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,0
1020,0
1021,0
1022,0
1023,1
1024,1
1025,1
1026,1
1027,1
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,1
1057,0
1058,1
1059,1
1060,1
1061,0
1062,0
1063,1
1064,1
1065,0
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,0
1080,1
1081,1
1082,0
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,0
1090,1
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,0
1105,0
1106,1
1107,0
1108,1
1109,0
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,1
1123,0
1124,0
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,0
1135,1
1136,1
1137,0
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,1
1145,0
1146,1
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,1
1171,1
1172,0
1173,0
1174,0
1175,1
1176,1
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,1
1191,1
1192,0
1193,0
1194,1
1195,1
1196,1
1197,1
1198,0
1199,1
1200,0
1201,0
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,0
1218,1
1219,1
1220,0
1221,0
1222,1
1223,0
1224,0
1225,1
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,0
1235,0
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,1
1243,0
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,0
1251,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,0
1259,0
1260,1
1261,1
1262,0
1263,0
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,1
1285,0
1286,0
1287,1
1288,1
1289,0
1290,1
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,0
1298,1
1299,1
1300,0
1301,0
1302,1
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,0
1314,1
1315,1
1316,1
1317,1
1318,0
1319,1
1320,0
1321,1
1322,0
1323,1
1324,1
1325,1
1326,0
1327,1
1328,1
1329,1
1330,0
1331,1
1332,1
1333,1
1334,0
1335,1
1336,0
1337,1
1338,1
1339,0
1340,1
1341,0
1342,1
1343,1
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,1
1358,1
1359,0
1360,1
1361,0
1362,1
1363,0
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,1
1375,0
1376,1
1377,0
1378,1
1379,0
1380,1
1381,0
1382,0
1383,1
1384,0
1385,1
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,1
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,1
1405,0
1406,1
1407,0
1408,1
1409,1
1410,0
1411,1
1412,0
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,0
1423,1
1424,1
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,0
1432,1
1433,1
1434,0
1435,0
1436,1
1437,1
1438,1
1439,1
1440,1
1441,0
1442,0
1443,0
1444,1
1445,0
1446,1
1447,1
1448,1
1449,0
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,1
1457,0
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,0
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,1
1490,0
1491,0
1492,1
1493,1
1494,1
1495,1
1496,0
1497,1
1498,1
1499,0
1500,1
1501,1
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,1
1509,1
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,1
1524,0
1525,0
1526,1
1527,0
1528,1
1529,0
1530,0
1531,1
1532,1
1533,1
1534,0
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,1
1546,0
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,0
1554,0
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,1
1571,0
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,1
1579,1
1580,0
1581,1
1582,1
1583,1
1584,0
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,1
1592,0
1593,1
1594,0
1595,1
1596,1
1597,0
1598,1
1599,1
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,0
1609,1
1610,0
1611,0
1612,0
1613,1
1614,0
1615,0
1616,0
1617,0
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,1
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,0
1633,1
1634,1
1635,0
1636,1
1637,0
1638,0
1639,0
1640,1
1641,0
1642,1
1643,0
1644,1
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,0
1657,0
1658,1
1659,1
1660,0
1661,0
1662,1
1663,1
1664,0
1665,1
1666,1
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,1
1675,1
1676,0
1677,1
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,0
1693,1
1694,1
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,0
1704,0
1705,0
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,1
1722,0
1723,0
1724,1
1725,0
1726,0
1727,1
1728,0
1729,0
1730,1
1731,0
1732,1
1733,1
1734,1
1735,0
1736,0
1737,0
1738,0
1739,1
1740,0
1741,0
1742,1
1743,0
1744,1
1745,0
1746,1
1747,0
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,0
1755,1
1756,1
1757,0
1758,0
1759,0
1760,1
1761,0
1762,1
1763,1
1764,1
1765,0
1766,0
1767,1
1768,1
1769,0
1770,0
1771,1
1772,0
1773,1
1774,0
1775,0
1776,0
1777,1
1778,0
1779,0
1780,1
1781,1
1782,0
1783,1
1784,0
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,0
1794,1
1795,1
1796,0
1797,1
1798,1
1799,1
1800,0
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,0
1809,1
1810,0
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,0
1819,0
1820,0
1821,1
1822,1
1823,0
1824,1
1825,1
1826,1
1827,1
1828,1
1829,0
1830,0
1831,1
1832,0
1833,0
1834,1
1835,1
1836,0
1837,1
1838,1
1839,1
1840,1
1841,0
1842,1
1843,1
1844,0
1845,1
1846,1
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,1
1856,0
1857,1
1858,1
1859,0
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,0
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,0
1875,0
1876,1
1877,0
1878,1
1879,1
1880,1
1881,0
1882,1
1883,0
1884,1
1885,1
1886,1
1887,1
1888,0
1889,1
1890,0
1891,1
1892,1
1893,0
1894,0
1895,0
1896,1
1897,0
1898,1
1899,0
1900,0
1901,1
1902,1
1903,0
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,1
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,1
1921,1
1922,1
1923,0
1924,1
1925,1
1926,0
1927,1
1928,0
1929,0
1930,1
1931,1
1932,1
1933,1
1934,1
1935,1
1936,0
1937,0
1938,1
1939,1
1940,0
1941,1
1942,1
1943,1
1944,0
1945,0
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,1
1953,0
1954,0
1955,1
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,0
1970,1
1971,1
1972,0
1973,1
1974,1
1975,1
1976,0
1977,1
1978,1
1979,0
1980,1
1981,1
1982,0
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,0
1990,0
1991,1
1992,1
1993,0
1994,0
1995,1
1996,1
1997,1
1998,0
1999,0
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,1
2007,1
2008,0
2009,1
2010,1
2011,0
2012,0
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,1
2022,0
2023,1
2024,0
2025,1
2026,1
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,0
2042,1
2043,0
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,1
2062,1
2063,1
2064,0
2065,0
2066,1
2067,1
2068,0
2069,1
2070,0
2071,1
2072,1
2073,0
2074,1
2075,1
2076,1
2077,1
2078,1
2079,0
2080,0
2081,1
2082,1
2083,0
2084,1
2085,0
2086,0
2087,1
2088,1
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,0
2102,0
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,0
2111,1
2112,1
2113,0
2114,0
2115,1
2116,0
2117,0
2118,1
2119,1
2120,1
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,1
2152,1
2153,0
2154,0
2155,1
2156,1
2157,0
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,0
2169,1
2170,1
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,1
2184,0
2185,1
2186,1
2187,0
2188,1
2189,1
2190,1
2191,1
2192,0
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,1
2214,1
2215,0
2216,1
2217,1
2218,0
2219,1
2220,0
2221,1
2222,1
2223,1
2224,1
2225,1
2226,0
2227,0
2228,1
2229,1
2230,1
2231,0
2232,1
2233,1
2234,0
2235,0
2236,0
2237,1
2238,1
2239,1
2240,0
2241,1
2242,1
2243,1
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,1
2255,1
2256,0
2257,1
2258,1
2259,0
2260,0
2261,1
2262,1
2263,0
2264,1
2265,1
2266,0
2267,1
2268,1
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,0
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,1
2299,0
2300,0
2301,0
2302,1
2303,1
2304,1
2305,1
2306,0
2307,0
2308,0
2309,1
2310,1
2311,0
2312,0
2313,1
2314,1
2315,0
2316,1
2317,0
2318,1
2319,1
2320,0
2321,1
2322,0
2323,0
2324,0
2325,1
2326,1
2327,1
2328,0
2329,1
2330,1
2331,0
2332,1
2333,0
2334,0
2335,1
2336,0
2337,0
2338,1
2339,1
2340,0
2341,1
2342,1
2343,1
2344,0
2345,0
2346,0
2347,1
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,1
2371,0
2372,1
2373,1
2374,0
2375,0
2376,1
2377,0
2378,1
2379,0
2380,1
2381,0
2382,0
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,1
2399,0
2400,0
2401,1
2402,1
2403,0
2404,1
2405,1
2406,1
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,0
2414,1
2415,0
2416,1
2417,0
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,1
2426,1
2427,0
2428,1
2429,1
2430,0
2431,1
2432,1
2433,0
2434,1
2435,1
2436,1
2437,0
2438,1
2439,0
2440,1
2441,1
2442,0
2443,1
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,1
2453,0
2454,0
2455,1
2456,1
2457,1
2458,1
2459,1
2460,1
2461,1
2462,0
2463,0
2464,1
2465,0
2466,1
2467,1
2468,1
2469,0
2470,1
2471,0
2472,0
2473,0
2474,1
2475,0
2476,0
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,1
2488,1
2489,0
2490,0
2491,1
2492,0
2493,1
2494,0
2495,1
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,1
2503,1
2504,1
2505,0
2506,1
2507,0
2508,0
2509,1
2510,1
2511,0
2512,1
2513,0
2514,1
2515,1
2516,0
2517,0
2518,0
2519,1
2520,1
2521,1
2522,0
2523,1
2524,1
2525,1
2526,1
2527,1
2528,0
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,0
2540,0
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,1
2551,1
2552,0
2553,0
2554,1
2555,0
2556,0
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,1
2565,1
2566,0
2567,0
2568,0
2569,0
2570,1
2571,0
2572,0
2573,1
2574,1
2575,0
2576,1
2577,1
2578,0
2579,1
2580,0
2581,0
2582,0
2583,1
2584,1
2585,1
2586,0
2587,1
2588,0
2589,1
2590,1
2591,1
2592,0
2593,0
2594,1
2595,1
2596,0
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,1
2608,1
2609,1
2610,0
2611,0
2612,0
2613,0
2614,1
2615,1
2616,1
2617,0
2618,1
2619,0
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,1
2633,0
2634,0
2635,1
2636,1
2637,1
2638,1
2639,1
2640,0
2641,1
2642,0
2643,1
2644,1
2645,1
2646,1
2647,1
2648,0
2649,1
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,1
2657,1
2658,1
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,1
2667,1
2668,0
2669,0
2670,1
2671,1
2672,0
2673,0
2674,1
2675,0
2676,1
2677,0
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,1
2685,0
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,0
2700,0
2701,0
2702,1
2703,1
2704,1
2705,0
2706,0
2707,0
2708,1
2709,1
2710,0
2711,1
2712,0
2713,1
2714,1
2715,1
2716,0
2717,1
2718,1
2719,1
2720,1
2721,1
2722,0
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,0
2731,0
2732,0
2733,1
2734,1
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,0
2744,1
2745,0
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,0
2753,1
2754,1
2755,0
2756,0
2757,1
2758,1
2759,0
2760,0
2761,0
2762,1
2763,0
2764,1
2765,0
2766,0
2767,0
2768,1
2769,1
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,0
2778,0
2779,1
2780,1
2781,0
2782,1
2783,0
2784,0
2785,1
2786,0
2787,1
2788,0
2789,1
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,1
2797,1
2798,1
2799,0
2800,1
2801,0
2802,0
2803,1
2804,0
2805,1
2806,0
2807,1
2808,0
2809,1
2810,1
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,0
2825,1
2826,0
2827,1
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,1
2836,1
2837,0
2838,0
2839,1
2840,1
2841,1
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,0
2852,0
2853,1
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,0
2861,1
2862,1
2863,0
2864,1
2865,0
2866,0
2867,1
2868,0
2869,1
2870,1
2871,1
2872,1
2873,0
2874,0
2875,0
2876,0
2877,1
2878,1
2879,0
2880,1
2881,1
2882,0
2883,1
2884,0
2885,0
2886,0
2887,0
2888,1
2889,0
2890,1
2891,0
2892,1
2893,1
2894,1
2895,1
2896,1
2897,0
2898,1
2899,1
2900,1
2901,0
2902,0
2903,1
2904,0
2905,1
2906,0
2907,0
2908,1
2909,1
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,1
2929,1
2930,0
2931,0
2932,0
2933,0
2934,1
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,1
2943,1
2944,1
2945,1
2946,0
2947,1
2948,1
2949,1
2950,0
2951,1
2952,1
2953,1
2954,0
2955,1
2956,0
2957,0
2958,1
2959,1
2960,1
2961,1
2962,1
2963,0
2964,1
2965,1
2966,1
2967,1
2968,1
2969,0
2970,0
2971,1
2972,1
2973,1
2974,1
2975,0
2976,1
2977,1
2978,0
2979,1
2980,1
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,1
2995,1
